,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month
5406,2022-053BC,Starlink-3970,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5407,2022-052AW,Starlink-3971,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5408,2022-053P,Starlink-3972,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5409,2022-052AZ,Starlink-3973,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5410,2022-052AN,Starlink-3974,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5411,2022-052Y,Starlink-3975,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5412,2022-053T,Starlink-3976,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5413,2022-052AU,Starlink-3977,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5414,2022-052AP,Starlink-3978,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5415,2022-052L,Starlink-3979,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5416,2022-052P,Starlink-3980,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5417,2022-053AH,Starlink-3981,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5418,2022-052S,Starlink-3982,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5419,2022-052W,Starlink-3983,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5420,2022-052Z,Starlink-3984,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5421,2022-052AY,Starlink-3985,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5422,2022-052AB,Starlink-3986,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5423,2022-053AV,Starlink-3987,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5424,2022-052AD,Starlink-3988,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5425,2022-052AJ,Starlink-3989,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5426,2022-052AE,Starlink-3990,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5427,2022-052AV,Starlink-3991,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5428,2022-052AF,Starlink-3992,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5429,2022-052AM,Starlink-3994,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5430,2022-052AL,Starlink-3995,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5431,2022-052V,Starlink-3996,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5432,2022-052M,Starlink-3997,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5433,2022-052N,Starlink-3998,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5434,2022-053BA,Starlink-3999,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5435,2022-052H,Starlink-4000,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5436,2022-052AG,Starlink-4001,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5437,2022-052Q,Starlink-4002,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5438,2022-053AX,Starlink-4003,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5439,2022-053A,Starlink-4004,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5440,2022-053AG,Starlink-4005,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5441,2022-053W,Starlink-4006,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5442,2022-053BD,Starlink-4007,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5443,2022-052AA,Starlink-4008,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5444,2022-052AC,Starlink-4009,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5445,2022-062AJ,Starlink-4010,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5446,2022-052T,Starlink-4011,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5447,2022-052E,Starlink-4012,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5448,2022-052G,Starlink-4013,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5449,2022-053AE,Starlink-4014,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5450,2022-052U,Starlink-4015,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5451,2022-052F,Starlink-4016,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5452,2022-053AC,Starlink-4017,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5453,2022-053AT,Starlink-4018,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5454,2022-052A,Starlink-4019,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5455,2022-053AZ,Starlink-4020,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5456,2022-083T,Starlink-4021,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5457,2022-052AH,Starlink-4022,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5458,2022-083D,Starlink-4023,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5459,2022-052B,Starlink-4024,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5460,2022-053AS,Starlink-4025,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5461,2022-052C,Starlink-4026,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5462,2022-052D,Starlink-4027,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5463,2022-053X,Starlink-4028,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5464,2022-053AF,Starlink-4029,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5465,2022-053AU,Starlink-4030,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5466,2022-053Z,Starlink-4031,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5467,2022-053AJ,Starlink-4032,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5468,2022-053AY,Starlink-4033,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5469,2022-053AW,Starlink-4034,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5470,2022-053AL,Starlink-4035,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5471,2022-062H,Starlink-4036,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5472,2022-053H,Starlink-4037,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5473,2022-083U,Starlink-4038,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5474,2022-053AD,Starlink-4039,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5475,2022-083V,Starlink-4040,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5476,2022-053AR,Starlink-4041,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5477,2022-053F,Starlink-4042,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5478,2022-062G,Starlink-4043,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5479,2022-053G,Starlink-4044,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5480,2022-083W,Starlink-4045,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5481,2022-062N,Starlink-4046,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5482,2022-086B,Starlink-4047,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5483,2022-062K,Starlink-4048,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5484,2022-062L,Starlink-4049,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5485,2022-086AJ,Starlink-4050,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5486,2022-086AH,Starlink-4051,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5487,2022-083AR,Starlink-4052,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5488,2022-101K,Starlink-4053,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,8
5489,2022-083AC,Starlink-4054,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5490,2022-083AF,Starlink-4055,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5491,2022-086A,Starlink-4056,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5492,2022-086AD,Starlink-4057,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5493,2022-086AA,Starlink-4058,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5494,2022-086J,Starlink-4059,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5495,2022-086AB,Starlink-4060,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5496,2022-086F,Starlink-4061,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5497,2022-086V,Starlink-4062,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5498,2022-083A,Starlink-4063,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5499,2022-053K,Starlink-4064,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5500,2022-062M,Starlink-4065,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5501,2022-083S,Starlink-4066,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5502,2022-053N,Starlink-4067,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5503,2022-053AB,Starlink-4068,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5504,2022-086AF,Starlink-4069,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5505,2022-053J,Starlink-4070,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5506,2022-053R,Starlink-4071,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5507,2022-053AQ,Starlink-4072,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5508,2022-053S,Starlink-4073,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5509,2022-053Y,Starlink-4074,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5510,2022-053Q,Starlink-4075,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5511,2022-053M,Starlink-4076,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5512,2022-083Y,Starlink-4077,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5513,2022-053AK,Starlink-4078,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5514,2022-053L,Starlink-4079,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5515,2022-062F,Starlink-4080,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5516,2022-053E,Starlink-4081,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5517,2022-053C,Starlink-4082,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5518,2022-062C,Starlink-4083,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5519,2022-053B,Starlink-4084,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,5
5520,2022-086W,Starlink-4085,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5521,2022-062D,Starlink-4086,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5522,2022-083AA,Starlink-4087,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5523,2022-083Z,Starlink-4088,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5524,2022-062B,Starlink-4089,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5525,2022-083AK,Starlink-4090,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5526,2022-062A,Starlink-4091,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5527,2022-062J,Starlink-4092,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,6
5528,2022-083AB,Starlink-4093,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5529,2022-083R,Starlink-4094,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5530,2022-083AQ,Starlink-4095,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5531,2022-083AE,Starlink-4096,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5532,2022-086Z,Starlink-4097,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5533,2022-083X,Starlink-4098,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5534,2022-083Q,Starlink-4099,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5535,2022-083N,Starlink-4100,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5536,2022-083L,Starlink-4101,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5537,2022-083M,Starlink-4102,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5538,2022-083K,Starlink-4103,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5539,2022-083AH,Starlink-4104,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5540,2022-083AN,Starlink-4105,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
5541,2022-083P,Starlink-4106,USA,SpaceX,USA,SpaceX,Commercial,Communications,nan,LEO,Non-Polar Inclined,95.4,4.0,260.0,nan,nan,Cape Canaveral,Falcon 9,2022,7
